"FieldType0","FieldLabel0","FieldOptions0","FieldOptionsScores0","FieldType1","FieldLabel1","FieldOptions1","FieldOptionsScores1","FieldType2","FieldLabel2","FieldOptions2","FieldOptionsScores2","FieldType3","FieldLabel3","FieldOptions3","FieldOptionsScores3","FieldType4","FieldLabel4","FieldOptions4","FieldOptionsScores4","FieldType5","FieldLabel5","FieldOptions5","FieldOptionsScores5","FieldType6","FieldLabel6","FieldOptions6","FieldOptionsScores6","FieldType7","FieldLabel7","FieldOptions7","FieldOptionsScores7","FieldType8","FieldLabel8","FieldOptions8","FieldOptionsScores8","FieldType9","FieldLabel9","FieldOptions9","FieldOptionsScores9","FieldType10","FieldLabel10","FieldOptions10","FieldOptionsScores10","FieldType11","FieldLabel11","FieldOptions11","FieldOptionsScores11","FieldType12","FieldLabel12","FieldOptions12","FieldOptionsScores12","FieldType13","FieldLabel13","FieldOptions13","FieldOptionsScores13","FieldType14","FieldLabel14","FieldOptions14","FieldOptionsScores14","FieldType15","FieldLabel15","FieldOptions15","FieldOptionsScores15","FieldType16","FieldLabel16","FieldOptions16","FieldOptionsScores16","FieldType17","FieldLabel17","FieldOptions17","FieldOptionsScores17","FieldType18","FieldLabel18","FieldOptions18","FieldOptionsScores18","FieldType19","FieldLabel19","FieldOptions19","FieldOptionsScores19","NumberFields","formInfo","formRef","formula","resultUnits","tagLine","title","sections"
"button","Sex","Male,Female","50,45.5","numerical","Height: min 153cm","cm","0","numerical","Actual weight","kg","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","ADJUSTEDBODYWEIGHTinfo","Devine BJ.$$Gentamicin therapy. Drug Intell. Clin. Pharm. 1974; 8:650-5.$$@££Pai MP, Paloucek FP.$$The origin of the ‚Äö√Ñ√∫ideal‚Äö√Ñ√π body weight equations. Annals of Pharmacotherapy. 2000 Sep;34(9):1066-9.$$https://journals.sagepub.com/doi/pdf/10.1345/aph.19381","ABW","kg","Calculates adjusted body weight. For use in obese patients where actual > ideal body weight","BODY WEIGHT - ADJUSTED","All,CriticalCare,Gastro,GP"
"button","Sex","Male,Female","1,0","numerical","Age","years","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","AGEADJUSTEDCRPESRinfo","Siemons L, Ten Klooster PM, Vonkeman HE, van Riel PL, Glas CA, van de Laar MA$$How age and sex affect the erythrocyte sedimentation rate and C-reactive protein in early rheumatoid arthritis. BMC musculoskeletal disorders. 2014 Dec;15:1-7$$https://link.springer.com/article/10.1186/1471-2474-15-368££Miller A, Green M, Robinson D$$Simple rule for calculating normal erythrocyte sedimentation rate. British medical journal (Clinical research ed.). 1983 Jan 1;286(6361):266$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1546487/££Wener MH, Daum PR, McQuillan GM$$The influence of age, sex, and race on the upper reference limit of serum C-reactive protein concentration. The Journal of rheumatology. 2000 Oct 1;27(10):2351-9$$https://europepmc.org/article/med/11036829","AGEESRCRP","points","Calculates age-adjusted ESR and CRP in adult patients","AGE ADJUSTED CRP/ESR","All,MSK,GP"
"numerical","Age ≥50","years","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","AGE-ADJUSTEDD-DIMERinfo","Schouten HJ, Geersing GJ, Koek HL, Zuithoff NP, Janssen KJ, Douma RA, van Delden JJ, Moons KG, Reitsma JB.¬¨‚Ä†$$Diagnostic accuracy of conventional or age adjusted D-dimer cut-off values in older patients with suspected venous thromboembolism: systematic review and meta-analysis. Bmj. 2013 May 3;346.$$https://www.bmj.com/content/346/bmj.f2492.full££Righini M, Van Es J, Den Exter PL, Roy PM, Verschuren F, Ghuysen A, Rutschmann OT, Sanchez O, Jaffrelot M, Trinh-Duc A, Le Gall C.$$Age-adjusted D-dimer cutoff levels to rule out pulmonary embolism: the ADJUST-PE study. Jama. 2014 Mar 19;311(11):1117-24.$$https://jamanetwork.com/journals/jama/article-abstract/1841967££Sharp AL, Vinson DR, Alamshaw F, Handler J, Gould MK.$$An age-adjusted D-dimer threshold for emergency department patients with suspected pulmonary embolus: accuracy and clinical implications. Annals of emergency medicine. 2016 Feb 1;67(2):249-57.$$https://www.sciencedirect.com/science/article/pii/S0196064415006162££Jaconelli T, Eragat M, Crane S.$$Can an age-adjusted D-dimer level be adopted in managing venous thromboembolism in the emergency department? A retrospective cohort study. European Journal of Emergency Medicine. 2018 Aug 1;25(4):288-94.$$https://www.ingentaconnect.com/content/wk/ejeme/2018/00000025/00000004/art00013","DDIMER","µg/mL","Adjusts D-dimer cutoffs by age to help rule out VTE in patients ≥50 years old","AGE-ADJUSTED D-DIMER","All,Cardio,Emergency"
"button","Vomiting","Yes,No","1,0","button","RIF pain","Yes,No","1,0","button","Rebound tenderness","None,Light,Medium,Strong","0,1,2,3","button","Temp ≥38.5°C","Yes,No","1,0","button","Polymorphonuclear leukocytes","<70%,70-84%,≥85%","0,1,2","button","WBC x 10⁹/L","<10,10-14.9,≥15","0,1,2","button","CRP level, mg/L","<10,10-49,≥50","0,1,2","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","7","AIRinfo","Andersson M, Andersson RE.$$The appendicitis inflammatory response score: a tool for the diagnosis of acute appendicitis that outperforms the Alvarado score. World journal of surgery. 2008 Aug;32:1843-9.$$https://link.springer.com/article/10.1007/s00268-008-9649-y££De Castro SM, ‚àö√∫nl‚àö¬∫ C, Steller EP, Van Wagensveld BA, Vrouenraets BC.$$Evaluation of the appendicitis inflammatory response score for patients with acute appendicitis. World journal of surgery. 2012 Jul;36:1540-5.$$https://link.springer.com/article/10.1007/s00268-012-1521-4","nil","points","Diagnoses appendicitis based on clinical and laboratory findings","AIR SCORE","All,Emergency,GenSurg"
"command","AKI Criteria - at least one of these must be true in last 48 hours","%","0","button","Absolute increase in serum creatinine ≥26.4 µmol/L/ ≥0.3 mg/dL","Yes,No","1,0","button","increase in serum creatinine ≥1.5x above baseline","Yes,No","1,0","button","Oliguria (urine output <0.5 mL/kg per hour) for >6 hours","Yes,No","1,0","command","AKI Severity","%","0","button","Serum Creatinine","Normal creatinine OR <1.5x from baseline,Absolute increase  ≥26.4μmol/L / ≥0.3 mg/dL OR ≥1.5-2x from baseline,Increase to >2-3x from baseline,Increase to >3x from baseline OR ≥4.0 mg/dL (≥354μmol/L) with acute increase ≥44μmol/L / ≥0.5 mg/dL","0,1,2,3","button","Urine output","≥0.5 mL/kg per hour for >6 hours,<0.5 mL/kg per hour for >6 hours,<0.5 mL/kg per hour for >12 hours,<0.3 mL/kg per hour for ≥24 hours OR anuria for 12 hours","0,1,2,3","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","7","AKINCLASSIFICATIONinfo","Mehta RL, Kellum JA, Shah SV, Molitoris BA, Ronco C, Warnock DG, Levin A, Acute Kidney Injury Network$$Acute Kidney Injury Network: report of an initiative to improve outcomes in acute kidney injury. Critical care. 2007 Apr;11:1-8$$https://link.springer.com/article/10.1186/cc5713££Lopes JA, Jorge S$$The RIFLE and AKIN classifications for acute kidney injury: a critical and comprehensive review. Clinical kidney journal. 2013 Feb 1;6(1):8-14$$https://academic.oup.com/ckj/article-abstract/6/1/8/468698££Xiong J, Tang X, Hu Z, Nie L, Wang Y, Zhao J$$The RIFLE versus AKIN classification for incidence and mortality of acute kidney injury in critical ill patients: a meta-analysis. Scientific reports. 2015 Dec 7;5(1):17917$$https://www.nature.com/articles/srep17917","AKIN","points","AKIN Classification for acute kidney injury (AKI)","AKIN CLASSIFICATION","All,Renal"
"numerical","Lymphocytes","%","0","numerical","WBC","WBC","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","ALCinfo","Shapiro NI, Karras DJ, Leech SH, Heilpern KL$$Absolute lymphocyte count as a predictor of CD4 count. Annals of emergency medicine. 1998 Sep 1;32(3):323-8$$https://www.sciencedirect.com/science/article/pii/S0196064498700083££Obirikorang C, Quaye L, Acheampong I$$otal lymphocyte count as a surrogate marker for CD4 count in resource-limited settings. BMC Infectious Diseases. 2012 Dec;12:1-5$$https://link.springer.com/article/10.1186/1471-2334-12-128","$/100)*($$*1000)","cells/mm²","Absolute Lymphocyte Count: predicts CD4 count","ABSOLUTE LYMPHOCYTE COUNT","All,Haem"
"button","Asymmetric appearance of lower limbs","Yes,No","3,0","button","Age ≥70 years","Yes,No","2,0","button","WBC ≥10⁹/L","Yes,No","1,0","button","Heart rate ≥90 bpm","Yes,No","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","ALT-70info","Raff AB, Weng QY, Cohen JM, Gunasekera N, Okhovat JP, Vedak P, Joyce C, Kroshinsky D, Mostaghimi A$$A predictive model for diagnosis of lower extremity cellulitis: a cross-sectional study. Journal of the American Academy of Dermatology. 2017 Apr 1;76(4):618-25$$https://www.sciencedirect.com/science/article/pii/S019096221730018X££Li DG, Dewan AK, Di Xia F, Khosravi H, Joyce C, Mostaghimi A$$The ALT-70 predictive model outperforms thermal imaging for the diagnosis of lower extremity cellulitis: a prospective evaluation. Journal of the American Academy of Dermatology. 2018 Dec 1;79(6):1076-80$$https://www.sciencedirect.com/science/article/pii/S0190962218322217££Singer S, Li DG, Gunasekera N, Okhovat JP, Vedak P, Weng C, Cohen J, Joyce C, Raff A, Kroshinsky D, Mostaghimi A$$The ALT-70 cellulitis model maintains predictive value at 24 and 48 hours after presentation. Journal of the American Academy of Dermatology. 2019 Dec 1;81(6):1252-6$$https://www.sciencedirect.com/science/article/pii/S0190962219304682","nil","points","Predicts likelihood of lower limb cellulitis","ALT-70 CELLULITIS","All,Emergency,GP"
"button","Patient's age","Correct,Incorrect","1,0","button","Time to nearest hour","Correct,Incorrect","1,0","command","Give the patient the address ""42 West Street"". Ask the patient to repeat it back to you and remember it","%","0","button","Patient's home address","Correct,Incorrect","1,0","button","Current year","Both correct,One correct / Incorrect","1,0","button","What jobs do these people do (2 people)","Correct,Incorrect","1,0","button","Patient's DOB","Correct,Incorrect","1,0","button","Year World War 2 started","Correct,Incorrect","1,0","button","Current Prime minister / Monarch","Correct,Incorrect","1,0","button","Count backwards from 20 to 1","Correct,Incorrect","1,0","button","Recall address ""42 West Street""","Correct,Incorrect","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","11","AMT-10info","Hodkinson HM.$$Evaluation of a mental test score for assessment of mental impairment in the elderly. Age and ageing. 1972 Nov 1;1(4):233-8.$$https://academic.oup.com/ageing/article-abstract/1/4/233/14334££Williams EI, Wallace P.$$Health checks for people aged 75 and over. Occasional Paper (Royal College of General Practitioners). 1993 Apr(59):iv.$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2560933/££Bonaiuto S, Rocca WA, Lippi A, Luciani P, Giannandrea E, Cavarzeran F, Amaducci L.$$Study on the validity of the Hodkinson Abbreviated Mental Test Score (AMTS) in detecting dementia of elderly subjects in appignano (Macerata province), Italy. Archives of Gerontology and Geriatrics. 1992 Jan 1;15:75-85.$$https://www.sciencedirect.com/science/article/pii/S016749430580007X","nil","points","Assesses mental impairment in elderly patients, screening for delirium or dementia","AMT-10","All,Emergency,GP,Neuro,Old,Psych"
"button","Age","Correct,Incorrect","1,0","button","Date of birth","Correct,Incorrect","1,0","button","Place","Correct,Incorrect","1,0","button","Year","Correct,Incorrect","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","AMT-4info","Swain DG, Nightingale PG.$$Evaluation of a shortened version of the Abbreviated Mental Test in a series of elderly patients. Clinical rehabilitation. 1997 Aug;11(3):243-8.$$https://journals.sagepub.com/doi/abs/10.1177/026921559701100308££Locke T, Keat S, Tate M, Bown A, Hart A, Ghosh R$$Assessing the performance of the four question abbreviated mental test in the acute geriatric setting. Acute Med. 2013 Jan 1;12:13-7.$$https://www.researchgate.net/profile/Anthony-Hart-3/publication/236090794_Assessing_the_performance_of_the_four_question_abbreviated_mental_test_in_the_acute_geriatric_setting/links/60be8a00299bf10dffa62d15/Assessing-the-performance-of-the-four-question-abbreviated-mental-test-in-the-acute-geriatric-setting.pdf££Hodkinson HM.$$Evaluation of a mental test score for assessment of mental impairment in the elderly. Age and ageing. 1972 Nov 1;1(4):233-8.$$https://academic.oup.com/ageing/article-abstract/1/4/233/14334","nil","points","Assesses mental impairment in elderly patients, screening for delirium or dementia","AMT-4","All,Emergency,GP,Neuro,Old,Psych"
"numerical","Neutrophils","%","0","numerical","Bands","%","0","numerical","WBC","WBC","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","ANCinfo","Al-Gwaiz LA, Babay HH$$The diagnostic value of absolute neutrophil count, band count and morphologic changes of neutrophils in predicting bacterial infections. Medical Principles and Practice. 2007 Aug 17;16(5):344-7$$https://karger.com/mpp/article-abstract/16/5/344/203779££Rivera E, Haim Erder M, Fridman M, Frye D, Hortobagyi GN$$First-cycle absolute neutrophil count can be used to improve chemotherapy-dose delivery and reduce the risk of febrile neutropenia in patients receiving adjuvant therapy: a validation study. Breast Cancer Research. 2003 Oct;5:1-7$$https://link.springer.com/article/10.1186/bcr618","$+$$)*($$)*10","cells/mm²","Absolute Neutrophil Count: used to determine potential neutropenia in immunocompromised patients","ABSOLUTE NEUTROPHIL COUNT","All,Haem"
"numerical","Sodium","mmol/L","0","numerical","Chloride","mmol/L","0","numerical","Bicarbonate","mmol/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","ANIONinfo","Oh MS, Carroll HJ.$$The anion gap. New England Journal of Medicine. 1977 Oct 13;297(15):814-7.$$https://www.nejm.org/doi/pdf/10.1056/NEJM197710132971507","$ - ( $$ + $$))","mmol/L","Evaluates states of metabolic acidosis","ANION GAP","All,CriticalCare,Endo,Gastro,Renal,Resp"
"numerical","Sodium","mmol/L","0","numerical","Chloride","mmol/L","0","numerical","Bicarbonate","mmol/L","0","numerical","Albumin","g/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","ANIONCorrectedinfo","Oh MS, Carroll HJ.$$The anion gap. New England Journal of Medicine. 1977 Oct 13;297(15):814-7.$$https://www.nejm.org/doi/pdf/10.1056/NEJM197710132971507££Feldman M, Soni N, Dickson B.$$Influence of hypoalbuminemia or hyperalbuminemia on the serum anion gap. Journal of Laboratory and Clinical Medicine. 2005 Dec 1;146(6):317-20.$$https://www.sciencedirect.com/science/article/pii/S002221430500260X","$ - ( $$ + $$)+ ((0.25*(40-$$))))","mmol/L","Evaluates states of metabolic acidosis. Includes correction for Albumin.","ANION GAP ALBUMIN","All,CriticalCare,Endo,Gastro,Renal,Resp"
"button","History of severe organ failure or immunocompromise","Yes and non-operative or emergency post-operative patient,Yes and elective postoperative patient,No","5,2,0","button","Age (years)","≤44,45-54,55-64,65-74,≥75","0,2,3,5,6","button","Rectal temperature (°C)","≥41,39-40.9,38.5-38.9,36-38.4,34-35.9,32-33.9,30-31.9,≤29.9","4,3,1,0,1,2,3,4","button","MAP (mmHg)",">159,130-159,110-129,70-109,50-69,≤49","4,3,2,0,2,4","button","pH","≥7.70,7.60-7.69,7.50-7.59,7.33-7.49,7.25-7.32,7.15-7.24,≤7.14","4,3,1,0,2,3,4","button","Heart rate (bpm)","≥180,140-179,110-139,70-109,55-69,40-54,≤39","4,3,2,0,2,3,4","button","Respiratory rate (min)","≥50,35-49,25-34,12-24,10-11,6-9,≤5","4,3,1,0,1,2,4","button","Sodium (mmol/L)","≥180,160-179,155-159,150-154,130-149,120-129,111-119,≤110","4,3,2,1,0,2,3,4","button","Potassium (mmol/L)","≥7,6.0-6.9,5.5-5.9,3.5-5.4,3.0-3.4,2.5-2.9,≤2.4","4,3,1,0,1,2,4","button","Creatinine (µmol/L) +/- Renal failure status","≥310 + ACUTE renal failure,177-309 + ACUTE renal failure,≥310 + CHRONIC renal failure,132-176 + ACUTE renal failure,177-309 + CHRONIC renal failure,132-176 + CHRONIC renal failure,53-131,≤52","8,6,4,4,3,2,0,2","button","PaO₂ / A-a gradient: Use PaO₂ if FiO₂ <50%","PaO₂ < 55 / A-a >499,PaO₂ 55-60 / A-a 350-499,A-a 200-349,PaO₂ 61-70 / A-a 200-349,PaO₂ >70 / A-a <200","4,3,2,1,0","button","Hematocrit (%)","≥60,50-59,46-49,40-45,20-29,≤19","4,2,1,0,2,4","button","WBC (x 10⁹/L)","≥40,20-39,15-19,3-14,1-2,≤1","4,2,1,0,2,4","numerical","GCS","points","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","14","APACHEIISCOREinfo","Knaus WA, Draper EA, Wagner DP, Zimmerman JE.$$APACHE II: a severity of disease classification system. Critical care medicine. 1985 Oct 1;13(10):818-29.$$https://europepmc.org/article/med/3928249?utm_campaign=share&utm_medium=email&utm_source=email_share_mailer&client=bot&client=bot££Headley J, Theriault R, Smith TL.$$Independent validation of APACHE II severity of illness score for predicting mortality in patients with breast cancer admitted to the intensive care unit. Cancer. 1992 Jul 15;70(2):497-503.$$https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/1097-0142(19920715)70:2%3C497::AID-CNCR2820700220%3E3.0.CO;2-H££Capuzzo M, Valpondi V, Sgarbi A, Bortolazzi S, Pavoni V, Gilli G, Candini G, Gritti G, Alvisi R.$$Validation of severity scoring systems SAPS II and APACHE II in a single-center population. Intensive care medicine. 2000 Dec;26:1779-85.$$https://link.springer.com/article/10.1007/s001340000715","$+$$+$$+$$+$$+$$+$$+$$+$$+$$+$$+$$+$$+(15-$$))","points","Estimates ICU mortality","APACHE II SCORE","All,CriticalCare"
"button","Activity / Muscle tone","Active,Some extremity flexion,Limp","2,1,0","button","Pulse","≥100 bpm,<100 bpm,Absent","2,1,0","button","Grimace","Sneeze / Cough,Grimace,None","2,1,0","button","Appearance / Colour","All pink,Blue extremities,Blue / Pale","2,1,0","button","Respirations","Good / Crying,Irregular / Slow,Absent","2,1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5","APGARSCOREinfo","Apgar V.$$A proposal for a new method of evaluation of the newborn. Classic Papers in Critical Care. 1952;32(449):97.$$https://journals.lww.com/surveyanesthesiology/citation/1975/08000/a_proposal_for_a_new_method_of_evaluation_of_the.63.aspx££Finster M, Wood M, Raja SN.$$The Apgar score has survived the test of time. The Journal of the American Society of Anesthesiologists. 2005 Apr 1;102(4):855-7.$$https://pubs.asahq.org/anesthesiology/article-abstract/102/4/855/7394","nil","points","Assesses neonates 1 and 5 minutes after birth","APGAR SCORE","All,Paeds"
"numerical","AST","U/L","0","numerical","Platelets","× 10⁹/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","APRIinfo","Wai CT, Greenson JK, Fontana RJ, Kalbfleisch JD, Marrero JA, Conjeevaram HS, Lok AS.$$A simple noninvasive index can predict both significant fibrosis and cirrhosis in patients with chronic hepatitis C. Hepatology. 2003 Aug 1;38(2):518-26.$$https://www.sciencedirect.com/science/article/pii/S0270913903005822££Dilshad Ahmad K, Zuhra FT, Farooq Ahmad K, Azhar M.¬¨‚Ä†$$Evaluation of diagnostic accuracy of APRI for prediction of fibrosis in hepatitis C patients.$$https://pesquisa.bvsalud.org/portal/resource/pt/emr-101911££Lin ZH, Xin YN, Dong QJ, Wang Q, Jiang XJ, Zhan SH, Sun Y, Xuan SY.$$Performance of the aspartate aminotransferase‚Äö√Ñ√™to‚Äö√Ñ√™platelet ratio index for the staging of hepatitis C‚Äö√Ñ√™related fibrosis: an updated meta‚Äö√Ñ√™analysis. Hepatology. 2011 Mar;53(3):726-36.$$https://aasldpubs.onlinelibrary.wiley.com/doi/abs/10.1002/hep.24105","$/(40)/($$)) * 100","points","AST to Platelet Ratio Index.
Determines the likelihood of hepatic fibrosis and cirrhosis in patients with hepatitis C","APRI","All,Gastro"
"button","Patient status","Normal healthy patient,Patient with mild systemic disease,Patient with severe systemic disease, Patient with severe systemic disease that is a constant threat to life,Moribund patient not expected to survive without the operation,Declared brain-dead patient whose organs are being removed for donor purposes","1,2,3,4,5,6","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","ASAinfo","Kannan T.$$ASA grading: a step forward. Journal of Perioperative Practice. 2017 Mar;27(3):54-9.$$https://journals.sagepub.com/doi/abs/10.1177/175045891702700304££Haynes SR, Lawler PG.$$An assessment of the consistency of ASA physical status classification allocation. Anaesthesia. 1995 Mar;50(3):195-9.$$https://associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2044.1995.tb04554.x££Fitz-Henry J.$$The ASA classification and peri-operative risk. The Annals of The Royal College of Surgeons of England. 2011 Apr;93(3):185-7.$$https://publishing.rcseng.ac.uk/doi/full/10.1308/rcsann.2011.93.3.185a","nil","class","Classifies health of patients prior to surgery","ASA CLASSIFICATION","All"
